payment_id,action_taken,execution_status,recovered_amount,notes,execution_timestamp
pay_8add8044a8b944,retry_now,failed,0,Too many requests,2026-08-21T14:21:51.675582+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.679550+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-21T14:21:51.683066+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.686216+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.690436+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.694138+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.697896+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:51.701361+00:00
pay_6ad5efc4403e48,retry_now,failed,0,Too many requests,2026-08-21T14:21:52.856199+00:00
pay_9b21693c87134e,escalate_human,skipped,0,Escalated to human review,2026-08-21T14:21:52.862040+00:00
pay_d7b68697117047,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-21T14:21:52.865808+00:00
pay_1b8867ff569043,retry_now,failed,0,Too many requests,2026-08-21T14:21:54.014853+00:00
pay_c133b4f00f844c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-21T14:21:54.019651+00:00
pay_198cc292508e4c,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:08.616976+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:08.625707+00:00
pay_448b26a786f24f,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:08.627876+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:08.631042+00:00
pay_4744ac83dae044,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:08.632901+00:00
pay_198cc292508e4c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.065990+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.070696+00:00
pay_448b26a786f24f,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.074155+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.076110+00:00
pay_4744ac83dae044,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.077857+00:00
pay_86f8a929396a4a,retry_now,failed,0,payment link with given reference_id: pay_86f8a929396a4a already exists. Please create a payment link with a different reference_id,2026-08-22T16:46:21.947903+00:00
pay_fad24497accc4f,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:21.951542+00:00
pay_f5863af444e14d,retry_now,failed,0,payment link with given reference_id: pay_f5863af444e14d already exists. Please create a payment link with a different reference_id,2026-08-22T16:46:22.707676+00:00
pay_8daa230f1bc04f,retry_now,failed,0,payment link with given reference_id: pay_8daa230f1bc04f already exists. Please create a payment link with a different reference_id,2026-08-22T16:46:23.187551+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.191970+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.195742+00:00
pay_ee4d851071674e,retry_now,failed,0,payment link with given reference_id: pay_ee4d851071674e already exists. Please create a payment link with a different reference_id,2026-08-22T16:46:23.627512+00:00
pay_894811081a0645,send_reminder,skipped,0,'send_reminder' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:23.632348+00:00
pay_b8583eec85e043,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:23.635966+00:00
pay_8762b97dbbb34c,retry_now,failed,0,Too many requests,2026-08-22T16:46:23.747288+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.751462+00:00
pay_03b9eede25884d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.755073+00:00
pay_a5da5901405d4b,retry_now,failed,0,Too many requests,2026-08-22T16:46:23.827213+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.831137+00:00
pay_c435a704261a49,retry_now,failed,0,Too many requests,2026-08-22T16:46:23.907118+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.912603+00:00
pay_19943116b8314c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.916177+00:00
pay_99ef3457f10941,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:23.923974+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.927238+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:23.933622+00:00
pay_6789e50f332e45,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.937386+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:23.941314+00:00
pay_3b952fa41a6642,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.107139+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.112101+00:00
pay_476a0f02115048,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:24.115837+00:00
pay_815990007dd041,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.120566+00:00
pay_719997839cce48,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.125449+00:00
pay_756f07a8e80444,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.129154+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.132156+00:00
pay_35746940215c49,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.135883+00:00
pay_ba4a856830f143,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.214798+00:00
pay_4463614bbe6c45,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:24.218733+00:00
pay_2531470561594c,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.307069+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.310861+00:00
pay_c12ca86133284d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.314394+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:24.318828+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.323369+00:00
pay_44c254cbabf747,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.327043+00:00
pay_f1d7b74656c145,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.427815+00:00
pay_9adb916bb74a47,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.546991+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.552483+00:00
pay_affec597019046,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.629222+00:00
pay_216119fde87d4a,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.632984+00:00
pay_52bf197c365e4a,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.710717+00:00
pay_94f071b753ef42,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.714554+00:00
pay_e7e9905e95fc45,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.794879+00:00
pay_034312d49fa14c,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.865678+00:00
pay_e93fee3805e449,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.870685+00:00
pay_59d6bd6a213542,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:24.874395+00:00
pay_a3240a1f508c47,retry_now,failed,0,Too many requests,2026-08-22T16:46:24.947114+00:00
pay_b24bb629a14a4b,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.015861+00:00
pay_6e5ff97815ce48,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.020210+00:00
pay_7ca10fcce42a45,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.022808+00:00
pay_2a3858d4c0e14a,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:25.026623+00:00
pay_74a4633a7fea40,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.110898+00:00
pay_658b789db20d41,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.114824+00:00
pay_5fa331218bab45,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.184809+00:00
pay_8add8044a8b944,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.267585+00:00
pay_88d134a65b714d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.271223+00:00
pay_0e396faf32c845,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:25.274583+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.277455+00:00
pay_1c2830e255a641,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.281727+00:00
pay_555df0f6b29245,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.285737+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.289515+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.292812+00:00
pay_6ad5efc4403e48,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.535827+00:00
pay_9b21693c87134e,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-22T16:46:25.541713+00:00
pay_d7b68697117047,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:25.545057+00:00
pay_1b8867ff569043,retry_now,failed,0,Too many requests,2026-08-22T16:46:25.677060+00:00
pay_c133b4f00f844c,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-22T16:46:25.682433+00:00
pay_198cc292508e4c,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:32.419665+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:32.422356+00:00
pay_448b26a786f24f,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:32.424627+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:32.426352+00:00
pay_4744ac83dae044,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:32.427960+00:00
pay_86f8a929396a4a,retry_now,failed,0,Too many requests,2026-08-22T16:46:33.910513+00:00
pay_fad24497accc4f,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:33.912913+00:00
pay_f5863af444e14d,retry_now,failed,0,Too many requests,2026-08-22T16:46:34.986541+00:00
pay_8daa230f1bc04f,retry_now,failed,0,Too many requests,2026-08-22T16:46:36.070664+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:36.074647+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:36.079389+00:00
pay_ee4d851071674e,retry_now,failed,0,Too many requests,2026-08-22T16:46:37.191593+00:00
pay_894811081a0645,send_reminder,skipped,0,send_reminder not automated yet; notification service required,2026-08-22T16:46:37.195086+00:00
pay_b8583eec85e043,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:37.201114+00:00
pay_8762b97dbbb34c,retry_now,failed,0,Too many requests,2026-08-22T16:46:38.286806+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:38.291101+00:00
pay_03b9eede25884d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:38.295457+00:00
pay_a5da5901405d4b,retry_now,failed,0,Too many requests,2026-08-22T16:46:39.389420+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:39.393791+00:00
pay_c435a704261a49,retry_now,failed,0,Too many requests,2026-08-22T16:46:40.493568+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:40.497888+00:00
pay_19943116b8314c,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:40.500341+00:00
pay_99ef3457f10941,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:40.502160+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:40.504727+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:40.508101+00:00
pay_6789e50f332e45,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:40.510097+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:40.511879+00:00
pay_3b952fa41a6642,retry_now,failed,0,Too many requests,2026-08-22T16:46:41.668131+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.672287+00:00
pay_476a0f02115048,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:41.675845+00:00
pay_815990007dd041,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.678931+00:00
pay_719997839cce48,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.682814+00:00
pay_756f07a8e80444,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.685969+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.688312+00:00
pay_35746940215c49,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:41.691106+00:00
pay_ba4a856830f143,retry_now,failed,0,Too many requests,2026-08-22T16:46:42.829269+00:00
pay_4463614bbe6c45,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:42.832635+00:00
pay_2531470561594c,retry_now,failed,0,Too many requests,2026-08-22T16:46:43.889099+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:43.893189+00:00
pay_c12ca86133284d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:43.895752+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:43.897744+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:43.899907+00:00
pay_44c254cbabf747,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:43.903848+00:00
pay_f1d7b74656c145,retry_now,failed,0,Too many requests,2026-08-22T16:46:45.034369+00:00
pay_9adb916bb74a47,retry_now,failed,0,Too many requests,2026-08-22T16:46:46.134542+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:46.140593+00:00
pay_affec597019046,retry_now,failed,0,Too many requests,2026-08-22T16:46:47.268047+00:00
pay_216119fde87d4a,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:47.273542+00:00
pay_52bf197c365e4a,retry_now,failed,0,Too many requests,2026-08-22T16:46:48.395653+00:00
pay_94f071b753ef42,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:48.400326+00:00
pay_e7e9905e95fc45,retry_now,failed,0,Too many requests,2026-08-22T16:46:49.654922+00:00
pay_034312d49fa14c,retry_now,failed,0,Too many requests,2026-08-22T16:46:50.747109+00:00
pay_e93fee3805e449,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:50.751920+00:00
pay_59d6bd6a213542,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:50.755810+00:00
pay_a3240a1f508c47,retry_now,failed,0,Too many requests,2026-08-22T16:46:51.828428+00:00
pay_b24bb629a14a4b,retry_now,failed,0,Too many requests,2026-08-22T16:46:52.954129+00:00
pay_6e5ff97815ce48,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:52.958979+00:00
pay_7ca10fcce42a45,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:52.962643+00:00
pay_2a3858d4c0e14a,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:52.966477+00:00
pay_74a4633a7fea40,retry_now,failed,0,Too many requests,2026-08-22T16:46:54.076050+00:00
pay_658b789db20d41,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:54.082337+00:00
pay_5fa331218bab45,retry_now,failed,0,Too many requests,2026-08-22T16:46:55.175995+00:00
pay_8add8044a8b944,retry_now,failed,0,Too many requests,2026-08-22T16:46:56.359178+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.362637+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:56.367689+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.373594+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.386222+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.390466+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.392672+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:56.394700+00:00
pay_6ad5efc4403e48,retry_now,failed,0,Too many requests,2026-08-22T16:46:57.482941+00:00
pay_9b21693c87134e,escalate_human,skipped,0,Escalated to human review,2026-08-22T16:46:57.488836+00:00
pay_d7b68697117047,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:57.492247+00:00
pay_1b8867ff569043,retry_now,failed,0,Too many requests,2026-08-22T16:46:58.642877+00:00
pay_c133b4f00f844c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-22T16:46:58.646820+00:00
pay_198cc292508e4c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.266965+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.271203+00:00
pay_448b26a786f24f,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.276028+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.279862+00:00
pay_4744ac83dae044,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.283094+00:00
pay_86f8a929396a4a,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.299528+00:00
pay_fad24497accc4f,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.302288+00:00
pay_f5863af444e14d,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.306148+00:00
pay_8daa230f1bc04f,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.309814+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.312460+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.314470+00:00
pay_ee4d851071674e,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.318731+00:00
pay_894811081a0645,send_reminder,skipped,0,'send_reminder' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.320854+00:00
pay_b8583eec85e043,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.323094+00:00
pay_8762b97dbbb34c,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.329595+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.332165+00:00
pay_03b9eede25884d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.334412+00:00
pay_a5da5901405d4b,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.338494+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.342983+00:00
pay_c435a704261a49,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.346953+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.350438+00:00
pay_19943116b8314c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.352467+00:00
pay_99ef3457f10941,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.354286+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.357155+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.360160+00:00
pay_6789e50f332e45,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.362439+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.365009+00:00
pay_3b952fa41a6642,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.369155+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.371462+00:00
pay_476a0f02115048,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.374192+00:00
pay_815990007dd041,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.376315+00:00
pay_719997839cce48,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.378164+00:00
pay_756f07a8e80444,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.380153+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.382603+00:00
pay_35746940215c49,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.384607+00:00
pay_ba4a856830f143,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.388402+00:00
pay_4463614bbe6c45,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.392262+00:00
pay_2531470561594c,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.397041+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.399385+00:00
pay_c12ca86133284d,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.401311+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,'retry_later' not yet automated - needs a scheduler/notifier,2026-08-23T06:23:24.403384+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.405674+00:00
pay_44c254cbabf747,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.407925+00:00
pay_f1d7b74656c145,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.412013+00:00
pay_9adb916bb74a47,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.416500+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.418774+00:00
pay_affec597019046,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.423927+00:00
pay_216119fde87d4a,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.426186+00:00
pay_52bf197c365e4a,retry_now,failed,0,"HTTPSConnectionPool(host='api.razorpay.com', port=443): Max retries exceeded with url: /v1/payment_links (Caused by NameResolutionError(""HTTPSConnection(host='api.razorpay.com', port=443): Failed to resolve 'api.razorpay.com' ([Errno 11001] getaddrinfo failed)""))",2026-08-23T06:23:24.431054+00:00
pay_94f071b753ef42,escalate_human,skipped,0,"routed to human review, no automated action taken",2026-08-23T06:23:24.433444+00:00
